bin	cazyme	copy_number	group	name	genome_completeness
S_mitis_BCC65	GH13_22	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH121	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_36	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GT32	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GT2_Glycos_transf_2	9	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_39	4	MITIS	mitisBCC65	100
S_mitis_BCC65	GT11	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GT5	2	MITIS	mitisBCC65	100
S_mitis_BCC65	GH31	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH101	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH92	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GT52	2	MITIS	mitisBCC65	100
S_mitis_BCC65	GT8	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GT35	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_10	0	MITIS	mitisBCC65	100
S_mitis_BCC65	PL12_1	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GT4	6	MITIS	mitisBCC65	100
S_mitis_BCC65	CE9	3	MITIS	mitisBCC65	100
S_mitis_BCC65	GH125	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_31	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_35	2	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_12	6	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_17	3	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_6	3	MITIS	mitisBCC65	100
S_mitis_BCC65	CE4	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_1	5	MITIS	mitisBCC65	100
S_mitis_BCC65	GT21	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_32	5	MITIS	mitisBCC65	100
S_mitis_BCC65	GT2_Glyco_trans_2_3	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH25	2	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_15	1	MITIS	mitisBCC65	100
S_mitis_BCC65	CE1	3	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_9	5	MITIS	mitisBCC65	100
S_mitis_BCC65	GH29	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_30	2	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13	7	MITIS	mitisBCC65	100
S_mitis_BCC65	GH84	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_18	5	MITIS	mitisBCC65	100
S_mitis_BCC65	GH20	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH33	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_41	5	MITIS	mitisBCC65	100
S_mitis_BCC65	GT1	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_11	5	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_4	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_16	5	MITIS	mitisBCC65	100
S_mitis_BCC65	PL8_1	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_18	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH3	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_31	3	MITIS	mitisBCC65	100
S_mitis_BCC65	GH70	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH68	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_9	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH73	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_8	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_23	3	MITIS	mitisBCC65	100
S_mitis_BCC65	GH35	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH5	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_3	4	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_4	3	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_5	0	MITIS	mitisBCC65	100
S_mitis_BCC65	PL8_2	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH109	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH140	0	MITIS	mitisBCC65	100
S_mitis_BCC65	CE7	1	MITIS	mitisBCC65	100
S_mitis_BCC65	PL8_3	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_11	0	MITIS	mitisBCC65	100
S_mitis_BCC65	PL8	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_2	5	MITIS	mitisBCC65	100
S_mitis_BCC65	GH1	4	MITIS	mitisBCC65	100
S_mitis_BCC65	GH38	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_32	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_36	7	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_13	5	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_29	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_7	2	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_14	6	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_24	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_34	2	MITIS	mitisBCC65	100
S_mitis_BCC65	GH77	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_42	2	MITIS	mitisBCC65	100
S_mitis_BCC65	CE3	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH158	0	MITIS	mitisBCC65	100
S_mitis_BCC65	CE12	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_27	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_19	3	MITIS	mitisBCC65	100
S_mitis_BCC65	GH106	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH32	1	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_3	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_29	3	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_26	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_30	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH66	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_26	2	MITIS	mitisBCC65	100
S_mitis_BCC65	GH8	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_20	5	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_28	4	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_2	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_21	4	MITIS	mitisBCC65	100
S_mitis_BCC65	GH13_5	5	MITIS	mitisBCC65	100
S_mitis_BCC65	GH23	0	MITIS	mitisBCC65	100
S_mitis_BCC65	GH43_28	0	MITIS	mitisBCC65	100
S_mitis_D_i6P17Tooth	GT32	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_37	4	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	PL12_1	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH101	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH121	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_21	4	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH35	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH33	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH2	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_19	3	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT26	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	CE9	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_15	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH125	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_38	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH38	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH163	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13	6	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	CE4	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT52	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_7	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	CE7	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_22	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_15	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_9	5	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT45	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_30	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_20	5	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH158	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_13	5	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH93	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH70	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT111	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_14	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_8	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH25	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_23	3	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT101	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_17	3	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_6	3	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_13	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH109	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH140	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_10	6	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH87	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT35	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_2	5	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	PL8	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH1	3	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_16	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_28	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT113	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH66	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_18	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH20	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT28	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	PL12	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	PL8_3	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH85	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH23	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_39	4	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_16	4	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_12	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	CE3	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_31	3	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH31	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_1	5	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_14	6	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH68	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_10	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_41	5	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH95	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_12	6	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_31	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT27	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_5	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH36	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_32	5	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH73	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT21	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_3	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	CE1	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_11	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH29	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT4	6	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_26	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT11	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH84	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT2_Glyco_tranf_2_2	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_8	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT8	4	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_34	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_34	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_11	5	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT81	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT2_Glycos_transf_2	6	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_4	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	PL8_1	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH3	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_18	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_29	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT2_Glyco_tranf_2_3	5	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH26	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_42	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_28	4	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_9	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_26	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_5	5	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH5	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_4	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_3	4	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_2	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_36	5	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	PL8_2	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH32	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH53	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_30	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT1	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT2_Glyco_trans_2_3	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	CE12	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH92	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT5	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_35	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_32	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH77	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_36	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_40	2	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_27	1	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH88	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH8	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH13_29	3	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH106	0	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GT51	3	MITIS	sample1004270b3	50.7
S_mitis_D_i6P17Tooth	GH43_24	0	MITIS	sample1004270b3	50.7
S_mitis_F0392	GH13_40	3	MITIS	mitisF0392	100
S_mitis_F0392	GH43_36	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_39	4	MITIS	mitisF0392	100
S_mitis_F0392	CE4	1	MITIS	mitisF0392	100
S_mitis_F0392	GH101	0	MITIS	mitisF0392	100
S_mitis_F0392	GH125	1	MITIS	mitisF0392	100
S_mitis_F0392	GT28	1	MITIS	mitisF0392	100
S_mitis_F0392	GH13_38	1	MITIS	mitisF0392	100
S_mitis_F0392	GH87	0	MITIS	mitisF0392	100
S_mitis_F0392	GH121	1	MITIS	mitisF0392	100
S_mitis_F0392	GT32	0	MITIS	mitisF0392	100
S_mitis_F0392	GH163	0	MITIS	mitisF0392	100
S_mitis_F0392	GH43_12	0	MITIS	mitisF0392	100
S_mitis_F0392	GT51	3	MITIS	mitisF0392	100
S_mitis_F0392	GH43_13	0	MITIS	mitisF0392	100
S_mitis_F0392	GH92	1	MITIS	mitisF0392	100
S_mitis_F0392	GH13_37	4	MITIS	mitisF0392	100
S_mitis_F0392	GT8	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_1	5	MITIS	mitisF0392	100
S_mitis_F0392	GT26	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_41	5	MITIS	mitisF0392	100
S_mitis_F0392	GH25	1	MITIS	mitisF0392	100
S_mitis_F0392	GT81	0	MITIS	mitisF0392	100
S_mitis_F0392	GT101	0	MITIS	mitisF0392	100
S_mitis_F0392	GT113	1	MITIS	mitisF0392	100
S_mitis_F0392	GH13_12	6	MITIS	mitisF0392	100
S_mitis_F0392	GH31	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_6	4	MITIS	mitisF0392	100
S_mitis_F0392	GH2	1	MITIS	mitisF0392	100
S_mitis_F0392	GH43_34	0	MITIS	mitisF0392	100
S_mitis_F0392	GH109	1	MITIS	mitisF0392	100
S_mitis_F0392	GH26	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_32	5	MITIS	mitisF0392	100
S_mitis_F0392	GT2_Glyco_trans_2_3	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_10	6	MITIS	mitisF0392	100
S_mitis_F0392	GH43_26	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_42	3	MITIS	mitisF0392	100
S_mitis_F0392	GH13_9	5	MITIS	mitisF0392	100
S_mitis_F0392	GH13_30	3	MITIS	mitisF0392	100
S_mitis_F0392	GH13_4	4	MITIS	mitisF0392	100
S_mitis_F0392	GH13	7	MITIS	mitisF0392	100
S_mitis_F0392	GT2_Glyco_tranf_2_2	1	MITIS	mitisF0392	100
S_mitis_F0392	GH13_13	6	MITIS	mitisF0392	100
S_mitis_F0392	GH43	0	MITIS	mitisF0392	100
S_mitis_F0392	GH43_14	0	MITIS	mitisF0392	100
S_mitis_F0392	CE7	1	MITIS	mitisF0392	100
S_mitis_F0392	GH33	1	MITIS	mitisF0392	100
S_mitis_F0392	GH85	1	MITIS	mitisF0392	100
S_mitis_F0392	GH53	0	MITIS	mitisF0392	100
S_mitis_F0392	GH43_4	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_11	5	MITIS	mitisF0392	100
S_mitis_F0392	GT45	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_5	4	MITIS	mitisF0392	100
S_mitis_F0392	GH3	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_31	4	MITIS	mitisF0392	100
S_mitis_F0392	GT2_Glyco_tranf_2_3	2	MITIS	mitisF0392	100
S_mitis_F0392	GT111	0	MITIS	mitisF0392	100
S_mitis_F0392	GH68	0	MITIS	mitisF0392	100
S_mitis_F0392	GT35	1	MITIS	mitisF0392	100
S_mitis_F0392	PL12_1	0	MITIS	mitisF0392	100
S_mitis_F0392	GH43_15	0	MITIS	mitisF0392	100
S_mitis_F0392	CE9	3	MITIS	mitisF0392	100
S_mitis_F0392	GH35	1	MITIS	mitisF0392	100
S_mitis_F0392	GH43_31	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_35	3	MITIS	mitisF0392	100
S_mitis_F0392	GH43_5	0	MITIS	mitisF0392	100
S_mitis_F0392	GH93	0	MITIS	mitisF0392	100
S_mitis_F0392	GH36	1	MITIS	mitisF0392	100
S_mitis_F0392	GH95	1	MITIS	mitisF0392	100
S_mitis_F0392	GH140	0	MITIS	mitisF0392	100
S_mitis_F0392	GH73	1	MITIS	mitisF0392	100
S_mitis_F0392	GT21	1	MITIS	mitisF0392	100
S_mitis_F0392	GT1	0	MITIS	mitisF0392	100
S_mitis_F0392	CE1	4	MITIS	mitisF0392	100
S_mitis_F0392	PL8	0	MITIS	mitisF0392	100
S_mitis_F0392	GH29	1	MITIS	mitisF0392	100
S_mitis_F0392	GH43_28	0	MITIS	mitisF0392	100
S_mitis_F0392	GT11	0	MITIS	mitisF0392	100
S_mitis_F0392	GH43_32	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_36	7	MITIS	mitisF0392	100
S_mitis_F0392	GH43_8	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_7	2	MITIS	mitisF0392	100
S_mitis_F0392	GH20	2	MITIS	mitisF0392	100
S_mitis_F0392	PL12	0	MITIS	mitisF0392	100
S_mitis_F0392	PL8_3	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_8	1	MITIS	mitisF0392	100
S_mitis_F0392	GH13_34	2	MITIS	mitisF0392	100
S_mitis_F0392	GT2_Glycos_transf_2	4	MITIS	mitisF0392	100
S_mitis_F0392	GH13_29	4	MITIS	mitisF0392	100
S_mitis_F0392	GH88	0	MITIS	mitisF0392	100
S_mitis_F0392	CE3	1	MITIS	mitisF0392	100
S_mitis_F0392	GH158	1	MITIS	mitisF0392	100
S_mitis_F0392	GH13_20	6	MITIS	mitisF0392	100
S_mitis_F0392	GT52	0	MITIS	mitisF0392	100
S_mitis_F0392	GH70	1	MITIS	mitisF0392	100
S_mitis_F0392	GH106	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_14	6	MITIS	mitisF0392	100
S_mitis_F0392	GH43_10	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_28	3	MITIS	mitisF0392	100
S_mitis_F0392	GH13_19	4	MITIS	mitisF0392	100
S_mitis_F0392	GT4	6	MITIS	mitisF0392	100
S_mitis_F0392	GH13_23	4	MITIS	mitisF0392	100
S_mitis_F0392	GH8	0	MITIS	mitisF0392	100
S_mitis_F0392	GT27	1	MITIS	mitisF0392	100
S_mitis_F0392	CE12	0	MITIS	mitisF0392	100
S_mitis_F0392	GH66	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_17	4	MITIS	mitisF0392	100
S_mitis_F0392	GH32	1	MITIS	mitisF0392	100
S_mitis_F0392	GH13_21	4	MITIS	mitisF0392	100
S_mitis_F0392	GH43_3	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_18	4	MITIS	mitisF0392	100
S_mitis_F0392	GH13_22	1	MITIS	mitisF0392	100
S_mitis_F0392	GH23	0	MITIS	mitisF0392	100
S_mitis_F0392	GH43_11	0	MITIS	mitisF0392	100
S_mitis_F0392	GH43_16	0	MITIS	mitisF0392	100
S_mitis_F0392	GH1	3	MITIS	mitisF0392	100
S_mitis_F0392	GH38	1	MITIS	mitisF0392	100
S_mitis_F0392	PL8_1	0	MITIS	mitisF0392	100
S_mitis_F0392	GH43_18	0	MITIS	mitisF0392	100
S_mitis_F0392	GH84	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_27	1	MITIS	mitisF0392	100
S_mitis_F0392	GH43_9	0	MITIS	mitisF0392	100
S_mitis_F0392	GH77	1	MITIS	mitisF0392	100
S_mitis_F0392	GH43_30	0	MITIS	mitisF0392	100
S_mitis_F0392	GH43_29	0	MITIS	mitisF0392	100
S_mitis_F0392	GT5	2	MITIS	mitisF0392	100
S_mitis_F0392	GH13_3	4	MITIS	mitisF0392	100
S_mitis_F0392	GH43_2	0	MITIS	mitisF0392	100
S_mitis_F0392	GH43_24	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_26	3	MITIS	mitisF0392	100
S_mitis_F0392	PL8_2	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_15	1	MITIS	mitisF0392	100
S_mitis_F0392	GH5	0	MITIS	mitisF0392	100
S_mitis_F0392	GH13_16	6	MITIS	mitisF0392	100
S_mitis_F0392	GH13_2	5	MITIS	mitisF0392	100
S_mitis_KCOM1350	GH43_4	0	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GT2_Glyco_tranf_2_3	5	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH13_38	1	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH13_39	5	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GT32	1	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GT51	3	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH2	1	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GT113	1	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH13_32	5	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH87	0	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH13_37	4	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH20	1	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH35	1	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	CE1	4	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH95	1	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH13_4	3	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH38	1	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH13_6	3	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GT28	1	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH43	0	MITIS	mitisKCOM1350	100
S_mitis_KCOM1350	GH13_40	2	MITIS	mitisKCOM1350	100
